jahr;standortgemeinde;code;hauptkategorie;kategorie;durchschnittsbestand_stueck;durchschnittsbestand_grossvieheinheiten
2022;Tobel-Tägerschen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;40.5152;13.3701
2022;Tobel-Tägerschen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;82.5589;10.7327
2022;Tobel-Tägerschen;1150;Rindergattung und Wasserbüffel;Andere Kühe;60.7836;60.7836
2022;Tobel-Tägerschen;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;0.7534;0.5274
2022;Tobel-Tägerschen;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;8.126;2.8441
2022;Tobel-Tägerschen;1355;Schafgattung;Widder über 1-jährig;6.0;1.02
2022;Tobel-Tägerschen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;2453.0;24.53
2022;Tobel-Tägerschen;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;18000.0;72.0
2022;Tobel-Tägerschen;1863;Kaninchen;Andere Kaninchen;10.0;0.0
2022;Tobel-Tägerschen;1882;Bienenstände/Bienenvölker;Bienenvölker;70.0;0.0
2022;Tobel-Tägerschen;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;7.0;0.0
2022;Turbenthal;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;38.0;6.46
2022;Turbenthal;1355;Schafgattung;Widder über 1-jährig;1.0;0.17
2022;Tägerwilen;1110;Rindergattung und Wasserbüffel;Milchkühe;156.8001;156.8001
2022;Tägerwilen;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;11.8466;7.108
2022;Tägerwilen;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;30.1561;12.0625
2022;Tägerwilen;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;3.4877;1.2207
2022;Tägerwilen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;218.0;37.06
2022;Tägerwilen;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;6.0;1.02
2022;Tägerwilen;1611;Schweinegattung;Säugende Zuchtsauen;35.0;19.25
2022;Tägerwilen;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);430.0;0.0
2022;Tägerwilen;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;6.0;0.0
2022;Uesslingen-Buch;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;6.3068;3.7841
2022;Uesslingen-Buch;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;19.6548;7.8619
2022;Uesslingen-Buch;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;44.6493;31.2545
2022;Uesslingen-Buch;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;3.1699;2.2189
2022;Uesslingen-Buch;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;2.2082;1.1042
2022;Uesslingen-Buch;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);21.0;0.0
2022;Uesslingen-Buch;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;44.0;4.4
2022;Uesslingen-Buch;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);47.0;0.47
2022;Uesslingen-Buch;1763;Nutzgeflügel;Trutenausmast;15.0;0.42
2022;Uttwil;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;41.1588;16.4634
2022;Uttwil;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;19.2547;6.354
2022;Uttwil;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;21.7454;2.8268
2022;Uttwil;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;4.6493;3.2545
2022;Uttwil;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;3.0;1.05
2022;Uttwil;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;1.0;0.35
2022;Uttwil;1753;Nutzgeflügel;Konsumeier produzierende Hennen;12716.0;127.16
2022;Uttwil;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;2.0;0.0
2022;Wagenhausen;1110;Rindergattung und Wasserbüffel;Milchkühe;349.663;349.663
2022;Wagenhausen;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;10.315;4.1261
2022;Wagenhausen;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;1.9973;0.9986
2022;Wagenhausen;1225;Pferdegattung;Equiden, Fohlen bis 180 Tage, ab 148 cm;0.5534;0.166
2022;Wagenhausen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;39.0;6.63
2022;Wagenhausen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);20.0;0.0
2022;Wagenhausen;1465;Ziegengattung;Ziegenböcke über 1-jährig;4.0;0.68
2022;Wagenhausen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;745.0;7.45
2022;Wagenhausen;1757;Nutzgeflügel;Mastpoulets jeden Alters;16000.0;64.0
2022;Wagenhausen;1863;Kaninchen;Andere Kaninchen;22.0;0.0
2022;Wagenhausen;1871;Übriges Geflügel;Enten (ohne Zierenten);5.0;0.04
2022;Wagenhausen;1872;Übriges Geflügel;Gänse;13.0;0.156
2022;Wagenhausen;1876;Übriges Geflügel;Wachteln;13.0;0.052
2022;Wagenhausen;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);3.0;0.0
2022;Wagenhausen;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;11.0;0.0
2022;Warth-Weiningen;1110;Rindergattung und Wasserbüffel;Milchkühe;124.6165;124.6165
2022;Warth-Weiningen;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;12.885;7.7308
2022;Warth-Weiningen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;73.3179;29.3273
2022;Warth-Weiningen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;68.504;22.6062
2022;Warth-Weiningen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;59.3616;7.7168
2022;Warth-Weiningen;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;66.1972;21.8449
2022;Warth-Weiningen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;6.0;4.2
2022;Warth-Weiningen;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;1.0;0.35
2022;Warth-Weiningen;1465;Ziegengattung;Ziegenböcke über 1-jährig;4.0;0.68
2022;Warth-Weiningen;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;1.0;0.26
2022;Warth-Weiningen;1882;Bienenstände/Bienenvölker;Bienenvölker;119.0;0.0
2022;Warth-Weiningen;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;6.0;0.0
2022;Weinfelden;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;7.7479;3.0992
2022;Weinfelden;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;63.9452;8.3129
2022;Weinfelden;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;32.389;4.2105
2022;Weinfelden;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;84.0383;58.8269
2022;Weinfelden;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;4.2548;2.9784
2022;Weinfelden;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;7.2466;2.5363
2022;Weinfelden;1265;Pferdegattung;Equiden, Fohlen bis 180 Tage, bis 148 cm;0.4932;0.074
2022;Weinfelden;1461;Ziegengattung;Ziegen gemolken;7.0;1.4
2022;Weinfelden;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);2.0;0.0
2022;Weinfelden;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;55.0;14.3
2022;Weinfelden;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;12000.0;48.0
2022;Weinfelden;1871;Übriges Geflügel;Enten (ohne Zierenten);11.0;0.088
2022;Weinfelden;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;15.0;0.0
2022;Wiesendangen;1882;Bienenstände/Bienenvölker;Bienenvölker;25.0;0.0
2022;Wigoltingen;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;62.2796;37.3679
2022;Wigoltingen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;207.0986;82.8395
2022;Wigoltingen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;46.685;32.6794
2022;Wigoltingen;1225;Pferdegattung;Equiden, Fohlen bis 180 Tage, ab 148 cm;1.9726;0.5918
2022;Wigoltingen;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;49.5397;17.3389
2022;Wigoltingen;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;12.0931;4.2326
2022;Wigoltingen;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;2.5973;0.6493
2022;Wigoltingen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;158.0;26.86
2022;Wigoltingen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);74.0;0.0
2022;Wigoltingen;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;240.0;40.8
2022;Wigoltingen;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);16.0;0.0
2022;Wigoltingen;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;5.0;0.5
2022;Wigoltingen;1581;Andere Raufutter verzehrende Nutztiere;Lamas über 2-jährig;0.0;0.0
2022;Wigoltingen;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;13.0;1.43
2022;Wigoltingen;1586;Andere Raufutter verzehrende Nutztiere;Alpakas unter 2-jährig;2.0;0.14
2022;Wigoltingen;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;230.0;59.8
2022;Wigoltingen;1621;Schweinegattung;Zuchteber;4.0;1.0
2022;Wigoltingen;1631;Schweinegattung;Abgesetzte Ferkel;1365.0;81.9
2022;Wigoltingen;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);350.0;0.0
2022;Wigoltingen;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;2873.0;488.41
2022;Wigoltingen;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;19440.0;77.76
2022;Wigoltingen;1863;Kaninchen;Andere Kaninchen;43.0;0.0
2022;Wigoltingen;1872;Übriges Geflügel;Gänse;6.0;0.072
2022;Wigoltingen;9009;Fische;Andere;;0.0
2022;Wil (SG);1110;Rindergattung und Wasserbüffel;Milchkühe;13.7616;13.7616
2022;Wil (SG);1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;0.1562;0.0937
2022;Wil (SG);1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;0.3233;0.1293
2022;Wil (SG);1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;0.6439;0.0837
2022;Wil (SG);1150;Rindergattung und Wasserbüffel;Andere Kühe;3.1041;3.1041
2022;Wil (SG);1355;Schafgattung;Widder über 1-jährig;3.0;0.51
2022;Wil (SG);1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;5.0;0.85
2022;Wil (SG);1621;Schweinegattung;Zuchteber;0.0;0.0
2022;Wila;1110;Rindergattung und Wasserbüffel;Milchkühe;54.4822;54.4822
2022;Wildberg;1882;Bienenstände/Bienenvölker;Bienenvölker;;0.0
2022;Wilen (TG);1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;0.7315;0.4389
2022;Wilen (TG);1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;3.7863;1.5145
2022;Wilen (TG);1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;8.9452;2.9519
2022;Wilen (TG);1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;0.9809;0.3237
2022;Wilen (TG);1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;9.7288;1.2647
2022;Wilen (TG);1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;6.0;4.2
